text,lemma,pos,tag,morph,nearest,similarity,precedes
dentatura,dentatura,NOUN,S,Gender=Fem|Number=Sing,denti,0.6282839179039001,NO
accounts,accounts,NOUN,S,Number=Plur,account,0.48415839672088623,YES
sarto,sarto,NOUN,S,Gender=Masc|Number=Sing,falegname,0.6043959856033325,NO
interne3,interne3,NOUN,S,Gender=Fem|Number=Sing,interne2,0.9040971398353577,YES
indirizza,indirizza,NOUN,S,Gender=Fem|Number=Sing,rivolge,0.7122945189476013,NO
ergonomia,ergonomia,NOUN,S,Gender=Fem|Number=Sing,ergonomico,0.6309232115745544,NO
puntamento,puntamento,NOUN,S,Gender=Masc|Number=Sing,puntatore,0.5308883786201477,YES
km15,km15,NOUN,SP,Gender=Masc|Number=Sing,km10,0.7784006595611572,NO
miraggio,miraggio,NOUN,S,Gender=Masc|Number=Sing,sogno,0.5601168274879456,YES
todo,todo,NOUN,S,Gender=Masc|Number=Sing,todos,0.5255953073501587,NO
compositrice,compositrice,NOUN,S,Gender=Masc|Number=Sing,compositore,0.6525333523750305,YES
autoctone,autoctone,NOUN,PQ,Gender=Fem|Number=Sing,indigene,0.698756217956543,NO
smontaggio,smontaggio,NOUN,A,Gender=Masc|Number=Sing,montaggio,0.6863692402839661,YES
rovesciamento,rovesciamento,NOUN,S,Gender=Masc|Number=Sing,ribaltamento,0.6875288486480713,NO
sonetto,sonetto,NOUN,V,Gender=Masc|Number=Sing,componimento,0.7433493137359619,NO
prod,prod,NOUN,S,Gender=Masc|Number=Sing,feat,0.42317846417427063,NO
sanguinamento,sanguinamento,NOUN,S,Gender=Masc|Number=Sing,emorragia,0.5853119492530823,NO
arido,arido,NOUN,V,Gender=Masc|Number=Sing,deserto,0.5775969624519348,NO
coop,coop,NOUN,A,Number=Plur,cooperativa,0.7068942785263062,YES
reame,reame,NOUN,S,Gender=Masc|Number=Sing,regno,0.716640830039978,YES
indumento,indumento,NOUN,S,Gender=Masc|Number=Sing,indumenti,0.648021936416626,NO
corteggiamento,corteggiamento,NOUN,S,Gender=Masc|Number=Sing,fidanzamento,0.5414881110191345,YES
att,att,NOUN,B,Gender=Masc,attivita,0.39145421981811523,NO
avendone,avendone,NOUN,S,Gender=Fem|Number=Sing,avendo,0.7928783893585205,NO
siepe,siepe,NOUN,S,Gender=Fem|Number=Sing,siepi,0.6205818057060242,NO
tribuno,tribuno,NOUN,S,Gender=Masc|Number=Sing,pretore,0.5826221108436584,YES
features,features,NOUN,V,,feature,0.7753608226776123,NO
print,print,NOUN,S,,book,0.462245374917984,NO
coglione,coglione,NOUN,S,Gender=Fem|Number=Sing,stronzo,0.6751872897148132,YES
tavolozza,tavolozza,NOUN,S,Gender=Fem|Number=Sing,cromatica,0.5879761576652527,YES
magma,magma,NOUN,S,Gender=Masc|Number=Sing,vulcano,0.5640413761138916,NO
inserzionista,inserzionista,NOUN,S,Number=Sing,inserzionisti,0.51642906665802,NO
compratore,compratore,NOUN,S,Gender=Masc|Number=Sing,acquirente,0.8348379135131836,YES
muschio,muschio,NOUN,S,Gender=Masc|Number=Sing,fogliame,0.5399973392486572,NO
binocolo,binocolo,NOUN,S,Gender=Masc|Number=Sing,telescopio,0.6536356210708618,YES
cammello,cammello,NOUN,V,Gender=Masc|Number=Sing,asino,0.5725188851356506,YES
recepimento,recepimento,NOUN,S,Gender=Masc|Number=Sing,recepire,0.5465893149375916,NO
n.1945,n.1945,NOUN,E,,n.1947,0.9697721600532532,NO
femore,femore,NOUN,S,Gender=Masc|Number=Sing,tibia,0.6597748398780823,NO
desk,desk,NOUN,V_PC,Gender=Fem|Number=Plur,reception,0.5402997732162476,YES
portellone,portellone,NOUN,S,Gender=Fem|Number=Sing,finestrino,0.5816671848297119,NO
cavolfiore,cavolfiore,NOUN,S,Gender=Masc|Number=Sing,broccoli,0.691066563129425,NO
fully,fully,NOUN,S,Gender=Fem|Number=Sing,completely,0.547906756401062,NO
rasatura,rasatura,NOUN,S,Gender=Fem|Number=Sing,rasoio,0.5215796828269958,YES
together,together,NOUN,S,Gender=Fem|Number=Sing,with,0.5430712699890137,NO
opificio,opificio,NOUN,S,Gender=Masc|Number=Sing,capannone,0.5469357371330261,YES
mescolanza,mescolanza,NOUN,S,Gender=Fem|Number=Sing,commistione,0.7220763564109802,YES
ricettacolo,ricettacolo,NOUN,S,Gender=Masc|Number=Sing,contenitore,0.44540995359420776,YES
commendatore,commendatore,NOUN,S,Gender=Masc|Number=Sing,cavaliere,0.5477038621902466,NO
locator,locator,NOUN,S,Gender=Masc|Number=Sing,store,0.39184874296188354,YES
curling,curling,NOUN,S,,hockey,0.5379713773727417,YES
emigrò,emigrò,NOUN,S,Gender=Fem|Number=Plur,trasferì,0.745648205280304,NO
cioé,cioé,NOUN,V,Gender=Masc|Number=Sing,ossia,0.7167806625366211,NO
tosta,tosta,NOUN,S,Number=Sing,coraggiosa,0.5463809967041016,NO
spacciatore,spacciatore,NOUN,S,Gender=Masc|Number=Sing,spacciatori,0.6484841704368591,NO
enough,enough,NOUN,V,,good,0.5223594307899475,NO
appaltatore,appaltatore,NOUN,S,Gender=Masc|Number=Sing,committente,0.616439938545227,NO
pignoramento,pignoramento,NOUN,S,Gender=Masc|Number=Sing,sfratto,0.5595754384994507,NO
guinzaglio,guinzaglio,NOUN,S,Gender=Masc|Number=Sing,cane,0.6386141777038574,NO
inganna,inganna,NOUN,S,Gender=Fem|Number=Sing,ingannare,0.6207914352416992,NO
microsoft,microsoft,NOUN,S,,windows,0.7225719094276428,YES
capisaldi,capisaldi,NOUN,S,Gender=Masc|Number=Plur,cardini,0.6948358416557312,NO
viticoltura,viticoltura,NOUN,S,Gender=Fem|Number=Sing,agricoltura,0.6764721274375916,YES
capitello,capitello,NOUN,S,Gender=Masc|Number=Sing,capitelli,0.6783079504966736,YES
sosia,sosia,NOUN,S,Gender=Fem|Number=Sing,clone,0.4931335151195526,YES
avverto,avverto,NOUN,S,Gender=Masc|Number=Sing,sento,0.6599128246307373,NO
fumble,fumble,NOUN,SP,Gender=Masc,touchdown,0.633163571357727,NO
intercetto,intercetto,NOUN,S,Gender=Masc|Number=Sing,intercetti,0.6295729875564575,NO
optò,optò,NOUN,A,,scelse,0.7701966762542725,NO
windsurf,windsurf,NOUN,S,Gender=Masc,surf,0.6806898713111877,NO
costringendolo,costringendolo,NOUN,S,Gender=Masc|Number=Sing,costringendo,0.7351521849632263,NO
trovatore,trovatore,NOUN,S,Gender=Masc|Number=Sing,poeta,0.45506909489631653,YES
torrione,torrione,NOUN,S,Gender=Fem|Number=Sing,bastione,0.6429097056388855,NO
tam,tam,NOUN,S,Gender=Fem|Number=Plur,passaparola,0.4527837336063385,YES
ill,ill,NOUN,S,,ill,0.5512458086013794,NO
tr,tr,NOUN,S,Gender=Masc,trad.,0.7910537719726562,YES
cavalletto,cavalletto,NOUN,S,Gender=Masc|Number=Sing,manubrio,0.4997504651546478,YES
gialloblù,gialloblù,NOUN,S,Gender=Fem|Number=Sing,rossoblù,0.8617308139801025,YES
compositiva,compositiva,NOUN,S,Gender=Fem|Number=Sing,stilistica,0.7012853026390076,NO
bretone,bretone,NOUN,S,Gender=Fem|Number=Sing,francese,0.5896152257919312,NO
fun,fun,NOUN,B,Gender=Masc,good,0.5391498804092407,NO
capriccio,capriccio,NOUN,S,Gender=Masc|Number=Sing,capricci,0.6593965888023376,NO
raffronto,raffronto,NOUN,S,Gender=Masc|Number=Sing,confronto,0.6759731769561768,YES
pantofole,pantofole,NOUN,S,Number=Sing,scarpe,0.6418703198432922,NO
tosto,tosto,NOUN,S,Gender=Masc|Number=Sing,duro,0.5319706201553345,NO
nient,nient,NOUN,S,,nient',0.6606788635253906,YES
vergogno,vergogno,NOUN,S,Gender=Masc|Number=Sing,dispiace,0.5804690718650818,NO
mob,mob,NOUN,S,Gender=Masc,flash,0.5405644178390503,NO
accerchiamento,accerchiamento,NOUN,V,Gender=Masc|Number=Sing,annientamento,0.5483496189117432,NO
comandamento,comandamento,NOUN,S,Gender=Masc|Number=Sing,comandamenti,0.6609361171722412,NO
contrapposto,contrapposto,NOUN,S,Gender=Masc|Number=Sing,contrappone,0.7084837555885315,YES
babilonese,babilonese,NOUN,S,Number=Sing,ebraico,0.5803599953651428,NO
scomode,scomode,NOUN,S,Number=Sing,scomodi,0.6483948230743408,NO
transatlantico,transatlantico,NOUN,S,Gender=Masc|Number=Sing,piroscafo,0.5581524968147278,YES
murales,murales,NOUN,V,,graffiti,0.6936452984809875,NO
foratura,foratura,NOUN,S,Gender=Fem|Number=Sing,perforazione,0.5281516909599304,NO
slow,slow,NOUN,S,Gender=Masc|Number=Sing,fast,0.5953716039657593,YES
adopera,adopera,NOUN,S,Gender=Fem|Number=Sing,adoperato,0.6926886439323425,NO
accommodation,accommodation,NOUN,SW,Gender=Fem,apartment,0.6230539083480835,NO
primavera,primavera,NOUN,S,Gender=Fem|Number=Sing,primavera,0.6610794067382812,YES
mezzora,mezzora,NOUN,B,Gender=Fem|Number=Sing,mezz',0.8282491564750671,YES
estremista,estremista,NOUN,S,Number=Sing,fondamentalista,0.7019509077072144,YES
netbook,netbook,NOUN,S,Number=Sing,notebook,0.8235306143760681,NO
dimensionamento,dimensionamento,NOUN,V,Gender=Masc|Number=Sing,posizionamento,0.5202534198760986,YES
intrusione,intrusione,NOUN,S,Gender=Fem|Number=Sing,interferenza,0.5867973566055298,NO
enduro,enduro,NOUN,S,Gender=Masc|Number=Sing,motocross,0.6395495533943176,NO
drum,drum,NOUN,S,Gender=Masc,bass,0.577448844909668,YES
origen,origen,NOUN,S,Gender=Masc,origem,0.7430151104927063,NO
culpa,culpa,NOUN,S,Gender=Fem|Number=Plur,mea,0.5423707365989685,NO
operatorname,operatorname,NOUN,S,Gender=Masc|Number=Sing,mathrm,0.6025317907333374,NO
ill,ill,NOUN,A,,ill.,0.5512457489967346,YES
atollo,atollo,NOUN,S,Gender=Masc|Number=Sing,arcipelago,0.6213721632957458,YES
tracking,tracking,NOUN,S,Gender=Masc,tracciamento,0.5781950354576111,YES
ammiratore,ammiratore,NOUN,S,Gender=Masc|Number=Sing,sostenitore,0.6297656297683716,YES
dozzine,dozzine,NOUN,S,Gender=Fem,decine,0.8103901743888855,NO
milan,milan,NOUN,SP,Gender=Masc,inter,0.5912607908248901,NO
decrescita,decrescita,NOUN,S,Gender=Fem|Number=Sing,crescita,0.5793275833129883,YES
uccidendolo,uccidendolo,NOUN,S,Gender=Masc|Number=Sing,uccidendo,0.6721143126487732,NO
apartheid,apartheid,NOUN,S,Gender=Masc,segregazione,0.5417732000350952,NO
grip,grip,NOUN,S,Gender=Fem|Number=Plur,maneggevolezza,0.5460056066513062,NO
statement,statement,NOUN,S,Gender=Fem|Number=Sing,position,0.4199683964252472,YES
assicuratore,assicuratore,NOUN,S,Gender=Masc|Number=Sing,assicurativo,0.6430984139442444,NO
sciame,sciame,NOUN,S,Gender=Masc|Number=Sing,stormo,0.531109094619751,NO
cardinalizio,cardinalizio,NOUN,S,Gender=Masc|Number=Sing,cardinale,0.5521788001060486,NO
calvario,calvario,NOUN,S,Gender=Masc|Number=Sing,doloroso,0.5247388482093811,NO
stack,stack,NOUN,S,Gender=Masc,buffer,0.5400844216346741,YES
entomologo,entomologo,NOUN,S,Gender=Masc|Number=Sing,zoologo,0.7134966850280762,YES
snob,snob,NOUN,S,Gender=Fem|Number=Sing,arrogante,0.5801273584365845,NO
borchie,borchie,NOUN,S,Gender=Fem|Number=Plur,strass,0.6047687530517578,NO
assestamento,assestamento,NOUN,S,Gender=Masc|Number=Sing,bilancio,0.5612022280693054,YES
supposto,supposto,NOUN,S,Gender=Masc|Number=Sing,ipotizzato,0.7079819440841675,NO
sgabello,sgabello,NOUN,S,Gender=Masc|Number=Sing,sedia,0.6321640014648438,NO
tintura,tintura,NOUN,S,Gender=Fem|Number=Sing,colorante,0.5378128290176392,NO
works,works,NOUN,SP,Gender=Masc,work,0.6404330730438232,NO
emersione,emersione,NOUN,S,Gender=Fem|Number=Sing,emergere,0.5425602197647095,NO
mind,mind,NOUN,S,Gender=Fem|Number=Plur,life,0.5340563654899597,NO
piccione,piccione,NOUN,S,Gender=Fem|Number=Sing,piccioni,0.6339292526245117,NO
frequento,frequento,NOUN,S,Gender=Masc|Number=Sing,frequenta,0.6961314678192139,NO
ancient,ancient,NOUN,S,,old,0.5635442137718201,NO
inibitore,inibitore,NOUN,S,Gender=Masc|Number=Sing,inibitori,0.6917774677276611,NO
distro,distro,NOUN,S,Gender=Masc|Number=Sing,ubuntu,0.5626218914985657,YES
visiera,visiera,NOUN,B,Gender=Fem|Number=Sing,casco,0.622247040271759,YES
express,express,NOUN,S,Gender=Masc,train,0.45807087421417236,NO
inceneritore,inceneritore,NOUN,S,Gender=Masc|Number=Sing,inceneritori,0.7488315105438232,NO
persuasione,persuasione,NOUN,S,Gender=Fem|Number=Sing,seduzione,0.6374334096908569,NO
obsoleta,obsoleta,NOUN,S,Gender=Masc|Number=Sing,obsoleto,0.6644785404205322,NO
commissariamento,commissariamento,NOUN,S,Gender=Masc|Number=Sing,commissariato,0.5126557350158691,YES
patrigno,patrigno,NOUN,S,Gender=Masc|Number=Sing,fratellastro,0.7129069566726685,YES
termo,termo,NOUN,S,Gender=Masc|Number=Sing,riscaldamento,0.5373701453208923,YES
stable,stable,NOUN,S,Gender=Masc,release,0.44331124424934387,NO
cranica,cranica,NOUN,A,Gender=Fem|Number=Sing,cranio,0.6313009858131409,YES
bobbista,bobbista,NOUN,S,Number=Sing,cestista,0.6339990496635437,YES
published,published,NOUN,S,Gender=Fem|Number=Plur,posted,0.4817141592502594,NO
balconcino,balconcino,NOUN,S,Gender=Masc|Number=Sing,terrazzino,0.7700828909873962,NO
al-50,al-50,NOUN,S,Gender=Masc|Number=Sing,al-33,0.9363632202148438,NO
5a,5a,NOUN,NO,Gender=Masc|Number=Plur,4a,0.8807143568992615,NO
jeep,jeep,NOUN,S,Gender=Fem,fuoristrada,0.6175477504730225,YES
tachicardia,tachicardia,NOUN,S,Gender=Fem|Number=Sing,cefalea,0.5990172624588013,YES
aggiustamento,aggiustamento,NOUN,S,Gender=Masc|Number=Sing,aggiustamenti,0.6842595338821411,NO
peduncolo,peduncolo,NOUN,S,Gender=Masc|Number=Sing,picciolo,0.6298120021820068,NO
studios,studios,NOUN,S,,cinematografici,0.4847707152366638,NO
piglio,piglio,NOUN,S,Gender=Masc|Number=Sing,energico,0.5430335402488708,NO
cannoniere,cannoniere,NOUN,S,Gender=Masc|Number=Sing,capocannoniere,0.5646961331367493,YES
baronessa,baronessa,NOUN,S,Gender=Fem|Number=Sing,contessa,0.6771953701972961,NO
corporatura,corporatura,NOUN,S,Gender=Fem|Number=Sing,statura,0.6993952393531799,NO
cent,cent,NOUN,S,Gender=Fem|Number=Sing,trent',0.6292197108268738,NO
pessimista,pessimista,NOUN,S,Number=Sing,ottimista,0.8227031230926514,NO
saletta,saletta,NOUN,S,Gender=Fem|Number=Sing,sala,0.8225080370903015,NO
ranger,ranger,NOUN,SP,Gender=Masc,cowboy,0.5014211535453796,YES
socia,socia,NOUN,S,Gender=Fem|Number=Sing,socio,0.6075897812843323,YES
secchio,secchio,NOUN,S,Gender=Masc|Number=Sing,bidone,0.5814052224159241,NO
scollo,scollo,NOUN,S,Gender=Masc|Number=Sing,maniche,0.48726773262023926,NO
prateria,prateria,NOUN,S,Gender=Fem|Number=Sing,praterie,0.613258421421051,NO
espiatorio,espiatorio,NOUN,S,Gender=Masc|Number=Sing,capro,0.6092429757118225,NO
thing,thing,NOUN,S,,things,0.6033112406730652,NO
giorgio,giorgio,NOUN,S,Gender=Masc|Number=Sing,roberto,0.7044855356216431,NO
fotogallery,fotogallery,NOUN,V,Gender=Fem|Number=Plur,gallery,0.7483871579170227,YES
writing,writing,NOUN,S,,writer,0.6275626420974731,NO
organizzatrice,organizzatrice,NOUN,S,Number=Sing,organizzatore,0.6953222751617432,YES
mobilio,mobilio,NOUN,S,Gender=Masc|Number=Sing,arredi,0.6877722144126892,NO
folclore,folclore,NOUN,S,Gender=Masc|Number=Sing,folklore,0.910996675491333,YES
fusion,fusion,NOUN,S,,jazz,0.5392938852310181,YES
polistrumentista,polistrumentista,NOUN,S,Number=Sing,chitarrista,0.7761198878288269,YES
send,send,NOUN,V,Gender=Masc|Number=Sing,receive,0.5530229806900024,NO
demoniaco,demoniaco,NOUN,S,Gender=Masc|Number=Sing,demone,0.6689513325691223,NO
elettricista,elettricista,NOUN,S,Number=Sing,muratore,0.6347646117210388,YES
pigmento,pigmento,NOUN,S,Gender=Masc|Number=Sing,pigmenti,0.7801771759986877,NO
purea,purea,NOUN,S,Gender=Fem|Number=Sing,polpa,0.6107834577560425,YES
centro,centro,NOUN,S,Gender=Masc|Number=Sing,nord-occidentale,0.7672770619392395,YES
allenatore2,allenatore2,NOUN,S,Gender=Fem,allenatore,0.4405529201030731,YES
something,something,NOUN,S,Gender=Masc,everything,0.5564919710159302,YES
slittamento,slittamento,NOUN,S,Gender=Masc|Number=Sing,spostamento,0.620844841003418,YES
vessillo,vessillo,NOUN,S,Gender=Masc|Number=Sing,stendardo,0.7373195886611938,NO
flights,flights,NOUN,S,Gender=Masc|Number=Sing,countries,0.408976286649704,NO
cifratura,cifratura,NOUN,S,Gender=Fem|Number=Sing,crittografia,0.8386898636817932,YES
elaboratore,elaboratore,NOUN,S,Gender=Masc|Number=Sing,calcolatore,0.5860397815704346,YES
ruscello,ruscello,NOUN,S,Gender=Masc|Number=Sing,fiume,0.6860430836677551,NO
saturo,saturo,NOUN,S,Gender=Masc|Number=Sing,saturi,0.558628261089325,NO
producer,producer,NOUN,S,Number=Sing,director,0.5719577670097351,NO
group5,group5,NOUN,SP,Number=Sing,group4,0.8795059323310852,NO
merluzzo,merluzzo,NOUN,S,Gender=Masc|Number=Sing,baccalà,0.6688272953033447,NO
judo,judo,NOUN,S,Gender=Fem|Number=Sing,karate,0.7036290168762207,NO
singolo3,singolo3,NOUN,S,Gender=Masc|Number=Sing,singolo2,0.867451012134552,YES
frangia,frangia,NOUN,S,Gender=Fem|Number=Sing,frange,0.6377972364425659,NO
safe,safe,NOUN,S,Gender=Fem|Number=Sing,safety,0.4767129123210907,NO
conoscitiva,conoscitiva,NOUN,S,Gender=Fem|Number=Sing,indagine,0.5950717926025391,YES
psicoanalista,psicoanalista,NOUN,S,Gender=Fem|Number=Sing,psicoterapeuta,0.7621383666992188,NO
dress,dress,NOUN,S,Gender=Masc,white,0.5253588557243347,NO
events,events,NOUN,SP,Gender=Masc,event,0.6472721695899963,NO
ricettario,ricettario,NOUN,S,Gender=Masc|Number=Sing,ricette,0.6619315147399902,NO
parsec,parsec,NOUN,S,Gender=Masc|Number=Sing,nebulosa,0.46155816316604614,NO
telefono,telefono,NOUN,S,Gender=Masc|Number=Sing,dimmela,0.4966168999671936,NO
refettorio,refettorio,NOUN,S,Gender=Masc|Number=Sing,chiostro,0.5938277840614319,YES
calderone,calderone,NOUN,S,Gender=Fem|Number=Sing,miscuglio,0.5275328755378723,YES
dee,dee,NOUN,V,,divinità,0.6252751350402832,NO
perseveranza,perseveranza,NOUN,S,Gender=Fem|Number=Sing,tenacia,0.7926512360572815,NO
totem,totem,NOUN,S,Gender=Masc,pannelli,0.46965867280960083,NO
ready,ready,NOUN,S,Gender=Fem,get,0.47430750727653503,NO
baciano,baciano,NOUN,S,Gender=Masc|Number=Sing,bacia,0.7381571531295776,NO
ferimento,ferimento,NOUN,S,Gender=Masc|Number=Sing,feriti,0.5582940578460693,NO
dibattimento,dibattimento,NOUN,S,Gender=Masc|Number=Sing,processuale,0.6167610883712769,NO
carteggio,carteggio,NOUN,S,Gender=Masc|Number=Sing,epistolare,0.5433013439178467,NO
revisore,revisore,NOUN,S,Gender=Masc|Number=Sing,revisori,0.6962170004844666,NO
bivacco,bivacco,NOUN,S,Gender=Masc|Number=Sing,rifugio,0.5838249921798706,YES
pronome,pronome,NOUN,S,Gender=Masc|Number=Sing,pronomi,0.7433298826217651,NO
trail,trail,NOUN,S,Gender=Masc|Number=Sing,running,0.6096792817115784,YES
posticipo,posticipo,NOUN,S,Gender=Masc|Number=Sing,anticipo,0.5467739105224609,YES
oppositore,oppositore,NOUN,S,Gender=Masc|Number=Sing,sostenitore,0.6721180081367493,YES
circoscritto,circoscritto,NOUN,S,Gender=Masc|Number=Sing,ristretto,0.6553463935852051,NO
save,save,NOUN,S,Gender=Masc|Number=Sing,kill,0.4548340141773224,NO
door,door,NOUN,S,Number=Plur,back,0.4653160572052002,YES
cattedre,cattedre,NOUN,S,Number=Sing,cattedra,0.6506298780441284,YES
mesetto,mesetto,NOUN,V,Gender=Masc|Number=Sing,mese,0.6180340051651001,YES
camice,camice,NOUN,S,Number=Sing,camicie,0.5874580144882202,NO
wind,wind,NOUN,S,Gender=Masc,adsl,0.48133009672164917,NO
merchandising,merchandising,NOUN,S,,gadgets,0.5868756175041199,NO
riesame,riesame,NOUN,S,Gender=Masc|Number=Sing,revisione,0.51805180311203,YES
oscuramento,oscuramento,NOUN,S,Gender=Masc|Number=Sing,oscurare,0.5732640027999878,NO
films,films,NOUN,S,Gender=Masc|Number=Plur,film,0.6295459270477295,YES
sudovest,sudovest,NOUN,S,Gender=Masc,nordovest,0.8223251700401306,YES
channels,channels,NOUN,S,,channel,0.5727282762527466,NO
eros,eros,NOUN,V,Gender=Masc|Number=Sing,erotismo,0.761907696723938,NO
grill,grill,NOUN,S,Gender=Masc|Number=Plur,barbecue,0.5858429074287415,YES
programmatico,programmatico,NOUN,S,Gender=Masc|Number=Sing,manifesto,0.6121736168861389,YES
nomignolo,nomignolo,NOUN,S,Gender=Masc|Number=Sing,soprannome,0.8881605267524719,YES
bollino,bollino,NOUN,S,Gender=Masc|Number=Sing,certificato,0.5162475109100342,NO
quinoa,quinoa,NOUN,S,Gender=Masc|Number=Plur,soia,0.5948806405067444,YES
omologo,omologo,NOUN,S,Gender=Masc|Number=Sing,analogo,0.5338785648345947,YES
spazzolino,spazzolino,NOUN,S,Gender=Masc|Number=Sing,dentifricio,0.6161018013954163,NO
reunion,reunion,NOUN,S,,band,0.6117565631866455,YES
solstizio,solstizio,NOUN,S,Gender=Masc|Number=Sing,crepuscolo,0.4950348436832428,YES
topografia,topografia,NOUN,S,Gender=Fem|Number=Sing,geografia,0.6855952143669128,YES
mango,mango,NOUN,S,Gender=Masc|Number=Sing,avocado,0.5834726095199585,NO
leave,leave,NOUN,S,Gender=Fem|Number=Sing,let,0.49637481570243835,YES
sigh,sigh,NOUN,S,Gender=Masc|Number=Plur,mannaggia,0.676320493221283,NO
adito,adito,NOUN,S,Gender=Masc|Number=Sing,dar,0.5527763962745667,NO
cipollina,cipollina,NOUN,S,Gender=Fem|Number=Sing,tritata,0.5831648111343384,NO
render,render,NOUN,S,,rendere,0.632504403591156,NO
evaso,evaso,NOUN,V,Gender=Masc|Number=Sing,evadere,0.6055497527122498,NO
guelfi,guelfi,NOUN,S,Gender=Masc|Number=Sing,ghibellini,0.8065004348754883,NO
colgo,colgo,NOUN,S,Gender=Fem|Number=Plur,approfitto,0.6447242498397827,YES
aborti,aborti,NOUN,S,Gender=Masc|Number=Plur,aborto,0.643511950969696,YES
realizzo,realizzo,NOUN,S,Gender=Masc|Number=Sing,realizzazione,0.5479998588562012,NO
origem,origem,NOUN,B,Gender=Masc|Number=Sing,origen,0.7430150508880615,YES
confino,confino,NOUN,S,Gender=Masc|Number=Sing,esilio,0.5894032716751099,YES
remissione,remissione,NOUN,S,Gender=Fem|Number=Sing,guarigione,0.537455141544342,YES
strip,strip,NOUN,S,,strisce,0.5175199508666992,NO
torrent,torrent,NOUN,S,Gender=Fem|Number=Sing,download,0.5375757217407227,YES
delivery,delivery,NOUN,S,Gender=Fem|Number=Plur,service,0.5223740339279175,YES
viario,viario,NOUN,S,Gender=Masc|Number=Sing,urbanistico,0.6026973128318787,NO
notiziario,notiziario,NOUN,S,Gender=Masc|Number=Sing,giornale,0.6247111558914185,YES
orologeria,orologeria,NOUN,S,Gender=Fem|Number=Sing,gioielleria,0.5385640263557434,NO
predefinite,predefinite,NOUN,S,Gender=Fem|Number=Sing,predefiniti,0.6695162653923035,NO
crollò,crollò,NOUN,S,Gender=Fem|Number=Sing,cadde,0.7052148580551147,NO
piantagione,piantagione,NOUN,S,Gender=Fem|Number=Sing,piantagioni,0.7815222144126892,NO
terrorist,terrorist,NOUN,S,,attack,0.46534717082977295,YES
pappo,pappo,NOUN,S,Gender=Masc|Number=Sing,acheni,0.5519841313362122,NO
caricatura,caricatura,NOUN,S,Gender=Fem|Number=Sing,parodia,0.6723299622535706,YES
compostaggio,compostaggio,NOUN,S,Gender=Masc|Number=Sing,differenziata,0.561767578125,NO
polinomio,polinomio,NOUN,S,Gender=Masc|Number=Sing,teorema,0.5332156419754028,NO
pathos,pathos,NOUN,S,Gender=Masc|Number=Sing,suspense,0.6116847991943359,NO
tracollo,tracollo,NOUN,S,Gender=Masc|Number=Sing,crollo,0.7074984908103943,YES
sobrenome,sobrenome,NOUN,S,Gender=Fem|Number=Plur,apellido,0.7436341643333435,NO
elettrodo,elettrodo,NOUN,S,Gender=Masc|Number=Sing,elettrodi,0.7166194915771484,NO
fettina,fettina,NOUN,S,Gender=Fem|Number=Sing,fetta,0.7487635016441345,NO
settentrione,settentrione,NOUN,S,Gender=Fem|Number=Sing,nord,0.7408760190010071,YES
truffatore,truffatore,NOUN,S,Gender=Masc|Number=Sing,ladro,0.6100433468818665,YES
copio,copio,NOUN,S,Gender=Masc|Number=Sing,inserisco,0.5797141194343567,NO
emulsione,emulsione,NOUN,S,Gender=Fem|Number=Sing,crema,0.5664736032485962,YES
sventura,sventura,NOUN,S,Gender=Fem|Number=Sing,disgrazia,0.6496344804763794,YES
pilot,pilot,NOUN,S,,telefilm,0.578047513961792,YES
pianoro,pianoro,NOUN,S,Gender=Masc|Number=Sing,pendio,0.6640385389328003,YES
scorporo,scorporo,NOUN,S,Gender=Masc|Number=Sing,accorpamento,0.5865421891212463,YES
congegno,congegno,NOUN,S,Gender=Masc|Number=Sing,macchinario,0.6355403065681458,NO
sentore,sentore,NOUN,S,Gender=Masc|Number=Sing,retrogusto,0.5767491459846497,NO
sterlina,sterlina,NOUN,S,Gender=Fem|Number=Sing,dollaro,0.6351176500320435,YES
ritocco,ritocco,NOUN,S,Gender=Masc|Number=Sing,ritocchi,0.6826315522193909,NO
migratorio,migratorio,NOUN,S,Gender=Masc|Number=Sing,migratori,0.6281301379203796,NO
sostengo,sostengo,NOUN,S,Gender=Masc|Number=Sing,dico,0.6822499632835388,NO
cappellino,cappellino,NOUN,S,Gender=Masc|Number=Sing,berretto,0.7809415459632874,NO
microprocessore,microprocessore,NOUN,S,Gender=Masc|Number=Sing,processore,0.6874015927314758,YES
imaging,imaging,NOUN,S,,scanner,0.5087162256240845,YES
strike,strike,NOUN,S,Gender=Masc|Number=Sing,put,0.47362425923347473,NO
modalit,modalit,NOUN,S,Gender=Masc,modalità,0.7125228047370911,NO
verification,verification,NOUN,S,Gender=Fem|Number=Plur,message,0.4410179555416107,YES
distinguo,distinguo,NOUN,A,Gender=Masc|Number=Sing,distinzioni,0.617108166217804,NO
dovr,dovr,NOUN,S,Gender=Masc,sar,0.7486982345581055,NO
slittino,slittino,NOUN,B,Gender=Masc|Number=Sing,sci,0.6040096879005432,YES
uccellino,uccellino,NOUN,S,Gender=Masc|Number=Sing,uccello,0.7206255793571472,YES
whole,whole,NOUN,_SP,Gender=Masc,the,0.5420460104942322,NO
foulard,foulard,NOUN,S,Gender=Fem|Number=Plur,fazzoletto,0.6522838473320007,YES
crocifissione,crocifissione,NOUN,S,Gender=Fem|Number=Sing,decapitazione,0.5991418957710266,NO
